x1,x2,x3,x4
0.11,2.92499356032,0.11399984359741211,2.9249999940099793
0.45,-9.99999999252e-7,90.0789999961853,1.0e12
90.04,1.0e12,90.0939998626709,1.0e12
0.74,1.0e12,90.08200001716614,1.0e12
90.07,1.0e12,90.08799982070923,1.0e12
90.13,1.0e12,90.08200001716614,1.0e12
90.05,1.0e12,90.23200011253357,1.0e12
90.1,1.0e12,90.84599995613098,1.0e12
90.0,1.0e12,90.28500008583069,1.0e12
0.36,285506.508234,0.19099998474121094,285506.5021826148
1.24,2.68702681029e6,0.5909998416900635,2.687026684988454e6
0.06,167427.657115,0.09800004959106445,167427.64680680016
90.01,1.0e12,90.26600003242493,1.0e12
90.04,1.0e12,90.69500017166138,1.0e12
90.01,1.0e12,91.01399993896484,1.0e12
90.12,1.0e12,91.29500007629395,1.0e12
0.69,41573.3017608,1.6419999599456787,41573.30168915279
0.35,41573.2625222,1.2750000953674316,41573.262263175
17.3,6545.0,12.194999933242798,6544.9998733953635
3.45,6545.0,1.9399998188018799,6544.99909065019
90.04,1.0e12,90.32500004768372,1.0e12
67.56,8092.5,73.08899998664856,8092.498891775385
1.65,26669.1337387,2.5870001316070557,26669.133627668252
0.68,26669.1095725,1.9660000801086426,26669.109075694636
16.03,40262.4238429,90.28600001335144,1.0e12
4.34,40262.3875306,41.60099983215332,40262.386766928306
90.12,1.0e12,90.38300013542175,1.0e12
62.5,8092.5,90.08599996566772,1.0e12
0.0,0.0,0.0,0.0
0.37,-21.7491473637,0.17799997329711914,-21.749147504131525
0.0,0.0,0.0,0.0
1.67,-34.2439660548,0.2610001564025879,-34.24396597702566
0.0,0.0,0.0,0.0
5.15,-32.6296697168,0.2200000286102295,-32.62966994882278
0.0,0.0,0.0,0.0
1.96,129.38413598,90.30999994277954,1.0e12
0.0,0.0,0.0,0.0
3.12,156.426402961,0.2969999313354492,156.4266150667777
0.0,0.0,0.0,0.0
90.12,1.0e12,0.3540000915527344,133.9612669539588
0.45,-21.512301202,1.75,-21.512301211237336
0.48,-21.512301202,0.2710001468658447,-21.512301294966587
2.58,-35.9868422981,39.861000061035156,-35.98684231663378
3.74,-35.9868435497,0.40400004386901855,-35.986842459689704
3.02,-46.5991688251,90.1029999256134,1.0e12
4.08,-46.5991688252,0.33700013160705566,-46.59916904440757
90.26,1.0e12,5.8409998416900635,94.68889610913357
0.87,95.897387356,0.2760000228881836,95.89738356466214
90.33,1.0e12,0.9070000648498535,85.5413320228512
7.2,78.9988379604,0.24500012397766113,78.9988517551589
90.2,1.0e12,0.06099987030029297,85.20135715284923
7.75,86.5450586195,0.2330000400543213,86.54510177004879
21.84,2.8769525865,90.11999988555908,1.0e12
18.45,4.79724314224,90.10199999809265,1.0e12
10.6,187277.259422,1.4500000476837158,187277.25474533066
9.58,263428.300971,4.64300012588501,263428.29245371284
0.02,4.57958240244,0.14299988746643066,4.579582362552432
0.03,4.57958240244,0.08700013160705566,4.5795823625481775
0.04,4.57958240244,0.1419999599456787,4.579582362552438
3.02,-8.06413616483,0.5329999923706055,-8.064196312481355
0.16,1.6091261235e8,396.69799995422363,1.0e12
0.49,3.31837498177e8,94.88899993896484,1.0e12
0.32,3.1982309848e7,0.3619999885559082,3.19823098251023e7
0.11,37.947331922,0.20200014114379883,37.94733168531189
1.14,37.947331922,0.2590000629425049,37.94733024211054
3.31,48.9897948556,1.4809999465942383,48.98979437624017
1.55,48.9897948557,0.5759999752044678,48.989791395775555
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
