x1,x2,x3,x4
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
90.04,1.0e12,90.8989999294281,1.0e12
34.27,-0.419791612097,90.13299989700317,1.0e12
34.31,-0.419791612097,90.125,1.0e12
90.05,1.0e12,90.18999981880188,1.0e12
90.06,1.0e12,90.18500018119812,1.0e12
90.16,1.0e12,90.16499996185303,1.0e12
90.13,1.0e12,90.19400000572205,1.0e12
90.02,1.0e12,90.1890001296997,1.0e12
0.03,16.0,0.08599996566772461,16.0
0.06,-310.8,0.18700003623962402,-310.80000000000007
0.09,-431.0,0.4609999656677246,-430.99999999999994
0.25,-481.2,0.5109999179840088,-481.2
0.3,0.999999,0.2720000743865967,0.9999999999999993
90.02,1.0e12,90.18499994277954,1.0e12
90.16,1.0e12,90.18099999427795,1.0e12
90.09,1.0e12,90.17300009727478,1.0e12
90.24,1.0e12,90.14499998092651,1.0e12
90.15,1.0e12,90.17899990081787,1.0e12
90.09,1.0e12,90.17700004577637,1.0e12
90.13,1.0e12,90.17700004577637,1.0e12
90.15,1.0e12,90.19700002670288,1.0e12
90.03,1.0e12,90.21900010108948,1.0e12
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
90.13,1.0e12,90.11500000953674,1.0e12
90.01,1.0e12,90.22599983215332,1.0e12
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
2.85,269590.219314,0.9549999237060547,269590.20910781936
0.0,0.0,0.0,0.0
1.49,1296.12079944,0.24399995803833008,1296.1207130426328
11.14,1296.12062019,3.2680001258850098,1296.1207077958454
86.97,2238.39692937,2.630000114440918,2238.3969569248143
90.04,1.0e12,90.2350001335144,1.0e12
90.01,1.0e12,2.4019999504089355,3068.9334632776195
90.02,1.0e12,90.33200001716614,1.0e12
90.09,1.0e12,1.3859999179840088,7174.222435858859
90.06,1.0e12,90.46000003814697,1.0e12
1.91,1721.44779293,0.2969999313354492,1721.4478116044338
5.57,1721.44771105,3.2089998722076416,1721.4478297866551
90.04,1.0e12,1.9510002136230469,1741.387734987911
90.07,1.0e12,90.25800013542175,1.0e12
90.2,1.0e12,4.707000017166138,2722.449446126901
90.2,1.0e12,90.22699999809265,1.0e12
90.04,1.0e12,2.4860000610351562,6581.937284995664
90.04,1.0e12,90.50999999046326,1.0e12
5.29,1269.92580848,0.5350000858306885,1269.9257634815442
11.32,1269.92571583,6.374000072479248,1269.9257594380056
90.04,1.0e12,2.005999803543091,1774.3986522668013
90.06,1.0e12,90.26999998092651,1.0e12
90.1,1.0e12,8.498000144958496,2827.9276516717227
90.07,1.0e12,90.39500021934509,1.0e12
90.05,1.0e12,5.292999982833862,3410.856597043464
90.1,1.0e12,90.58299994468689,1.0e12
7.82,1150.30409161,1.2890000343322754,1150.3011337728176
14.65,1150.30075089,11.132999897003174,1150.3007518189606
90.08,1.0e12,3.631999969482422,1092.0916462037578
90.03,1.0e12,90.31900000572205,1.0e12
90.18,1.0e12,11.853000164031982,2028.8128331001117
90.08,1.0e12,90.42799997329712,1.0e12
90.15,1.0e12,8.13699984550476,2450.7733423966356
90.13,1.0e12,90.65499997138977,1.0e12
90.06,1.0e12,1.4010000228881836,510.072129573109
16.23,510.072033381,16.414000034332275,510.0721891040804
76.76,730.51060925,4.240999937057495,730.5074699653859
90.06,1.0e12,90.41000008583069,1.0e12
0.0,0.0,0.0,0.0
90.11,1.0e12,90.5220000743866,1.0e12
0.0,0.0,0.0,0.0
90.05,1.0e12,90.73099994659424,1.0e12
41.57,325.554604849,0.5969998836517334,325.55459945856245
19.2,325.554508021,18.942999839782715,325.5546886718909
90.03,1.0e12,2.8350000381469727,734.983834433721
90.16,1.0e12,90.38899993896484,1.0e12
90.07,1.0e12,7.861999988555908,2742.646002553102
90.2,1.0e12,90.59299993515015,1.0e12
90.08,1.0e12,16.22099995613098,2564.500194693736
90.07,1.0e12,90.91899991035461,1.0e12
90.06,1.0e12,1.6029999256134033,9859.659617861094
90.03,1.0e12,0.4790000915527344,9859.65944015481
90.17,1.0e12,8.726999998092651,22664.67854519446
90.09,1.0e12,1.0420000553131104,22664.6783586789
90.2,1.0e12,90.1780002117157,1.0e12
90.23,1.0e12,5.500999927520752,32757.019782564344
90.04,1.0e12,90.23099994659424,1.0e12
90.09,1.0e12,81.90699982643127,64748.82469996259
90.07,1.0e12,90.31699991226196,1.0e12
90.11,1.0e12,90.14400005340576,1.0e12
90.09,1.0e12,90.4079999923706,1.0e12
90.12,1.0e12,90.15300011634827,1.0e12
90.06,1.0e12,90.49499988555908,1.0e12
90.13,1.0e12,90.17799997329712,1.0e12
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
90.09,1.0e12,90.09700012207031,1.0e12
90.08,1.0e12,154.84599995613098,1.0e12
90.15,1.0e12,103.76399993896484,1.0e12
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
90.12,1.0e12,90.08800005912781,1.0e12
90.07,1.0e12,90.08899998664856,1.0e12
90.08,1.0e12,90.33899998664856,1.0e12
90.11,1.0e12,130.47800016403198,1.0e12
0.0,0.0,0.0,0.0
